brand,type,transmission,drivetype,fueltype,year,fueleconomy,kilometers,price,bodytype,doors,seats
Toyota,USED,Automatic,AWD,Hybrid,2022,4.8,20200,62999,SUV, 5 Doors, 5 Seats
Toyota,USED,Automatic,4WD,Diesel,2022,8.9,18112,113799,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,4WD,Diesel,2016,8,104897,58888,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2021,7.6,84380,22850,SUV, 4 Doors, 5 Seats
Toyota,USED,Automatic,4WD,Diesel,2013,8.5,185886,39888,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,4WD,Diesel,2016,9.5,142048,84888,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,4WD,Diesel,2021,8,83083,50888,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,Front,Unleaded,2014,10.2,146086,24500,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,4WD,Diesel,2020,9.5,45210,106981,SUV, 4 Doors, 8 Seats
Mitsubishi,USED,Automatic,4WD,Diesel,2021,8,63014,53880,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,4WD,Diesel,2017,8,34000,64999,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,Front,Unleaded,2022,6,12267,53887,SUV, 5 Doors, 5 Seats
Toyota,USED,Automatic,Front,Hybrid,2020,4.7,496,51668,SUV, 5 Doors, 5 Seats
Mitsubishi,USED,Automatic,4WD,Diesel,2019,8,69503,46888,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,4WD,Diesel,2018,8,70300,43999,SUV, 4 Doors, 5 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2020,7.6,51851,25780,SUV, 4 Doors, 5 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2020,7.2,47041,33990,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2021,7.6,70788,25998,SUV, 4 Doors, 5 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2018,6.8,120449,24998,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,4WD,Diesel,2013,9,355475,13985,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,4WD,Diesel,2019,9,68300,44999,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,4WD,Diesel,2016,8,135983,37984,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,4WD,Diesel,2016,9,103026,41990,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,4WD,Diesel,2020,8,22409,53999,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2020,7.6,58379,27688,SUV, 4 Doors, 5 Seats
Toyota,USED,Automatic,Front,Premium,2022,8.7,21053,52995,SUV, 5 Doors, 7 Seats
Toyota,USED,Automatic,4WD,Diesel,2021,9.5,50882,124789,SUV, 4 Doors, 7 Seats
Toyota,USED,Manual,4WD,Diesel,2022,10.7,31762,92999,SUV, 4 Doors, 5 Seats
Toyota,USED,Automatic,AWD,Hybrid,2020,4.8,38573,57988,SUV, 5 Doors, 5 Seats
Mitsubishi,USED,Automatic,4WD,Diesel,2020,9.1,38478,63989,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,4WD,Diesel,2016,9.5,111183,96926,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,4WD,Diesel,2020,9.5,48132,131988,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,4WD,Diesel,2021,8.9,21799,126990,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,4WD,Diesel,2022,8.9,12213,155990,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2021,7.6,85836,22888,SUV, 4 Doors, 5 Seats
Toyota,USED,Manual,AWD,Diesel,2022,10.7,37843,98888,SUV, 4 Doors, 5 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2019,7.6,64001,28970,SUV, 4 Doors, 5 Seats
Toyota,USED,Automatic,AWD,Diesel,2018,6.5,40750,33999,SUV, 4 Doors, 5 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2017,6.6,30709,25992,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,4WD,Diesel,2017,8,198241,39980,SUV, 4 Doors, 5 Seats
Toyota,USED,Automatic,4WD,Diesel,2022,7.9,27001,87999,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2020,7.2,28495,30990,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,4WD,Diesel,2013,9,222086,25990,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,AWD,Unleaded,2019,7.2,115918,26990,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2019,7.6,93786,22488,SUV, 4 Doors, 5 Seats
Mitsubishi,USED,Automatic,AWD,Unleaded,2017,7.5,89691,27990,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2021,7.6,50184,25290,SUV, 4 Doors, 5 Seats
Toyota,USED,Automatic,AWD,Premium,2022,8.9,19179,74955,SUV, 5 Doors, 7 Seats
Toyota,USED,Automatic,4WD,Diesel,2015,8.5,183536,48990,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2019,7.3,46097,29995,SUV, 4 Doors, 5 Seats
Toyota,USED,Automatic,4WD,Diesel,2015,8.5,119984,48888,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,4WD,Diesel,2016,9,152000,38980,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,AWD,Premium,2017,5.6,63052,34990,SUV, 4 Doors, 5 Seats
Toyota,USED,Automatic,Front,Hybrid,2020,4.7,17105,54350,SUV, 5 Doors, 5 Seats
Toyota,USED,Automatic,4WD,Diesel,2017,8,77086,62984,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,4WD,Diesel,2022,7.6,5637,65888,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,AWD,Diesel,2019,8.6,78664,55988,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,AWD,Unleaded,2018,7.2,76261,27999,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,4WD,Diesel,2020,9.5,59004,109990,SUV, 4 Doors, 8 Seats
Toyota,USED,Automatic,4WD,Diesel,2022,8.9,17629,115990,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,Front,Hybrid,2021,4.3,23324,44880,SUV, 4 Doors, 5 Seats
Mitsubishi,USED,Automatic,4WD,Diesel,2014,9,190184,29870,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2015,6.6,134215,18994,SUV, 4 Doors, 5 Seats
Mitsubishi,USED,Automatic,AWD,Diesel,2013,5.8,121114,19488,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,AWD,Hybrid,2021,4.8,13591,54990,SUV, 5 Doors, 5 Seats
Mitsubishi,USED,Automatic,4WD,Diesel,2019,9,73139,45888,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2018,6.8,93698,22000,SUV, 4 Doors, 5 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2017,7.3,233608,18888,SUV, 4 Doors, 5 Seats
Toyota,USED,Manual,4WD,Diesel,2018,7.9,117922,59990,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,4WD,Diesel,2017,8,188940,48990,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,Front,Unleaded,2015,7.4,82159,23888,SUV, 4 Doors, 5 Seats
Toyota,USED,Automatic,AWD,Unleaded,2014,10.6,184455,25990,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,4WD,Diesel,2013,9,305720,17950,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,4WD,Diesel,2018,8,182833,32950,SUV, 4 Doors, 5 Seats
Toyota,USED,Automatic,Front,Unleaded,2019,9.1,56460,42888,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2017,7.4,160013,19990,SUV, 4 Doors, 5 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2021,7.6,58908,25480,SUV, 4 Doors, 5 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2021,7.6,55949,25490,SUV, 4 Doors, 5 Seats
Toyota,USED,Automatic,4WD,Diesel,2015,8.5,252019,39990,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,Front,Unleaded,2013,11,142072,23999,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,Front,Unleaded,2015,10.2,120311,26990,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2020,7.6,33947,26400,SUV, 4 Doors, 5 Seats
Toyota,USED,Automatic,4WD,Unleaded,2013,11.6,162707,23990,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2021,7.6,46051,26888,SUV, 4 Doors, 5 Seats
Toyota,USED,Automatic,Front,Unleaded,2019,9.1,48459,48888,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,4WD,Diesel,2021,8,50000,49800,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,Front,Unleaded,2019,6.5,144129,31950,SUV, 5 Doors, 5 Seats
Mitsubishi,USED,Automatic,AWD,Diesel,2015,5.8,109788,25888,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,4WD,Diesel,2022,7.9,19289,104990,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2021,7.6,50000,25888,SUV, 4 Doors, 5 Seats
Toyota,USED,Automatic,4WD,Diesel,2016,8,265908,34950,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,4WD,Diesel,2014,9,220183,29995,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2017,6.6,54418,26990,SUV, 4 Doors, 5 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2019,7.6,46512,27990,SUV, 4 Doors, 5 Seats
Toyota,USED,Automatic,AWD,Unleaded,2019,7.3,89234,43990,SUV, 5 Doors, 5 Seats
Toyota,USED,Automatic,4WD,Diesel,2019,8,23785,64990,SUV, 4 Doors, 5 Seats
Toyota,USED,Automatic,Front,Hybrid,2022,4.8,57,54990,SUV, 5 Doors, 5 Seats
Toyota,USED,Automatic,Front,Hybrid,2021,4.7,12191,50990,SUV, 5 Doors, 5 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2019,7.3,73313,27990,SUV, 4 Doors, 5 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2016,6.6,149475,17500,SUV, 4 Doors, 5 Seats
Mitsubishi,USED,Automatic,4WD,Diesel,2015,5.8,158084,15995,SUV, 4 Doors, 5 Seats
Toyota,USED,Automatic,Front,Premium,2019,5.5,62099,31990,SUV, 4 Doors, 5 Seats
Mitsubishi,USED,Automatic,4WD,Diesel,2016,8,129668,36990,SUV, 4 Doors, 5 Seats
Toyota,USED,Automatic,AWD,Unleaded,2014,10.6,134554,26880,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2019,7.2,57520,29990,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,4WD,Diesel,2016,9,119446,34990,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2017,7.4,99995,20990,SUV, 4 Doors, 5 Seats
Toyota,USED,Automatic,AWD,Diesel,2019,8.6,128424,44500,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2017,6.6,138644,23990,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,4WD,Diesel,2021,7.9,47006,88888,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,Front,Unleaded,2016,10.2,143922,30900,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2019,7.6,41235,29990,SUV, 4 Doors, 5 Seats
Toyota,USED,Automatic,Front,Unleaded,2019,6.5,27600,38970,SUV, 5 Doors, 5 Seats
Mitsubishi,USED,Automatic,AWD,Unleaded,2015,7.5,128028,23480,SUV, 4 Doors, 5 Seats
Mitsubishi,USED,Automatic,AWD,Diesel,2019,6.2,12889,43990,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,AWD,Hybrid,2021,5.6,25634,82888,SUV, 5 Doors, 7 Seats
Toyota,USED,Automatic,Front,Premium,2019,6.4,17738,40680,SUV, 5 Doors, 5 Seats
Toyota,USED,Automatic,Front,Hybrid,2020,4.7,21727,54888,SUV, 5 Doors, 5 Seats
Toyota,USED,Automatic,4WD,Diesel,2021,7.9,53448,71990,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,AWD,Unleaded,2020,7.2,60880,31990,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,AWD,Unleaded,2019,7.2,105188,26990,SUV, 4 Doors, 5 Seats
Mitsubishi,USED,Automatic,AWD,Unleaded,2022,8.1,11000,62412,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2013,7.7,80309,17990,SUV, 4 Doors, 5 Seats
Toyota,USED,Automatic,AWD,Unleaded,2019,9.5,23240,44990,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,Front,Unleaded,2015,7.4,118520,24645,SUV, 4 Doors, 5 Seats
Toyota,USED,Automatic,AWD,Unleaded,2018,8.5,31371,36950,SUV, 4 Doors, 5 Seats
Mitsubishi,USED,Automatic,4WD,Diesel,2022,8,12484,62990,SUV, 4 Doors, 7 Seats
Toyota,USED,Automatic,Front,Unleaded,2018,9.1,50685,46990,SUV, 4 Doors, 7 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2022,7.3,14101,39990,SUV, 4 Doors, 5 Seats
Mitsubishi,USED,Automatic,AWD,Unleaded,2018,7.2,47392,27290,SUV, 4 Doors, 5 Seats
Mitsubishi,USED,Automatic,Front,Unleaded,2018,6.8,142169,19988,SUV, 4 Doors, 5 Seats
